City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Inhambane,-23.865,35.3833,70.39,83,0,5.68,MZ,1651966359
Cairns,-16.9167,145.7667,81.07,97,100,10.36,AU,1651966587
Hervey Bay,-25.2986,152.8535,72.72,84,84,13.58,AU,1651966588
Klaksvík,62.2266,-6.589,43.72,82,89,10.8,FO,1651966588
Pālampur,32.1167,76.5333,66.42,44,11,7.87,IN,1651966589
Beira,-19.8436,34.8389,68.27,83,9,4.94,MZ,1651966589
Rassvet,46.8333,40.75,44.44,72,94,1.34,RU,1651966589
Chicama,-7.8447,-79.1469,63.14,79,12,6.49,PE,1651966590
Kalino,58.2504,57.6085,39.34,89,50,4.5,RU,1651966590
Bodø,67.28,14.405,35.64,81,40,19.57,NO,1651966591
Buala,-8.145,159.5921,84.31,74,73,10.18,SB,1651966591
Koungou,-12.7336,45.2042,78.51,89,75,5.75,YT,1651966592
Bambous Virieux,-20.3428,57.7575,76.21,88,40,11.5,MU,1651966592
Constitución,-35.3333,-72.4167,53.85,78,2,9.01,CL,1651966349
Shelburne,44.0787,-80.2041,57.99,69,5,4.21,CA,1651966596
Batemans Bay,-35.7167,150.1833,57.09,47,0,4.65,AU,1651966596
Yenagoa,4.9247,6.2642,77.58,95,96,3.74,NG,1651966596
Solton,52.8429,86.4787,36.16,60,60,3.47,RU,1651966597
Two Rivers,44.1539,-87.5693,55.89,33,0,8.05,US,1651966597
Idrinskoye,54.3708,92.1358,40.78,39,71,16.37,RU,1651966598
Manono,-7.3,27.4167,70.2,90,96,3.74,CD,1651966598
Gaoual,11.75,-13.2,83.68,56,40,8.81,GN,1651966598
Saint-Pierre,-21.3393,55.4781,71.28,73,0,4.61,RE,1651966599
Sørland,67.667,12.6934,33.66,58,89,21.5,NO,1651966599
Ostrovnoy,68.0531,39.5131,35.94,93,100,14.32,RU,1651966600
Walvis Bay,-22.9575,14.5053,54.09,87,0,4.61,NA,1651966600
Bajah,13.8141,44.6301,77.22,57,22,1.86,YE,1651966604
Geraldton,-28.7667,114.6,59.41,72,9,4.61,AU,1651966604
Ponta Delgada,37.7333,-25.6667,67.5,82,75,4.61,PT,1651966608
Sémbé,1.6481,14.5806,69.64,98,97,2.13,CG,1651966608
Port Moresby,-9.4431,147.1797,85.42,70,20,3.44,PG,1651966605
Solnechnyy,50.7214,136.6319,41.58,61,100,12.44,RU,1651966608
Shenjiamen,29.9576,122.298,61.81,93,100,8.68,CN,1651966609
Yārāda,17.65,83.2667,82.26,79,80,3.4,IN,1651966609
Dwārka,22.2394,68.9678,81.52,76,0,17.36,IN,1651966610
Chabahar,25.2919,60.643,80.02,78,0,6.33,IR,1651966610
Ranong,9.9658,98.6348,82.33,87,100,3.47,TH,1651966610
Paraty,-23.2178,-44.7131,67.39,87,100,2.06,BR,1651966611
Prince Rupert,54.3161,-130.3201,50.09,69,0,13.8,CA,1651966614
Riyadh,24.6877,46.7219,75.34,24,1,13.24,SA,1651966340
Clyde River,70.4692,-68.5914,21.43,86,100,0.0,CA,1651966615
Nouakchott,18.0858,-15.9785,67.93,74,2,21.74,MR,1651966615
Ţahţā,26.7693,31.5021,74.23,16,21,7.36,EG,1651966616
Namatanai,-3.6667,152.4333,84.06,73,46,10.56,PG,1651966616
São Miguel do Araguaia,-13.275,-50.1628,75.94,65,39,3.13,BR,1651966617
Maniitsoq,65.4167,-52.9,27.36,78,6,11.1,GL,1651966617
Havøysund,70.9963,24.6622,35.83,93,100,28.9,NO,1651966617
Abhā,18.2164,42.5053,66.02,39,0,0.0,SA,1651966480
San Fernando del Valle de Catamarca,-28.4696,-65.7852,65.59,63,46,14.47,AR,1651966618
Lorengau,-2.0226,147.2712,83.17,82,48,14.58,PG,1651966618
Bahía Blanca,-38.7196,-62.2724,65.55,54,46,14.85,AR,1651966619
Safaga,26.7292,33.9365,75.56,31,10,13.11,EG,1651966619
Vågåmo,61.8751,9.0967,31.28,77,5,5.88,NO,1651966623
Domoni,-12.2569,44.5319,78.71,83,38,8.03,KM,1651966623
Garoowe,8.4054,48.4845,81.59,66,65,8.39,SO,1651966623
Nyurba,63.2842,118.3319,37.06,98,100,9.51,RU,1651966624
Chifeng,42.2683,118.9636,50.83,34,100,5.46,CN,1651966624
Matadi,-5.8167,13.45,75.88,98,96,1.68,CD,1651966625
Nador,35.174,-2.9287,62.85,77,0,2.3,MA,1651966625
Vardø,70.3705,31.1107,33.78,80,40,31.07,NO,1651966626
Volchikha,52.0333,80.3833,37.26,38,2,4.21,RU,1651966626
Kaa-Khem,51.6833,94.7333,48.16,58,93,14.5,RU,1651966626
Mombetsu,44.3525,143.3525,48.76,65,33,19.28,JP,1651966627
Tiznit Province,29.5833,-9.5,75.0,19,61,3.27,MA,1651966627
Vestmanna,62.1564,-7.1664,41.92,87,92,9.22,FO,1651966631
Humberto de Campos,-2.5983,-43.4611,75.61,94,97,3.69,BR,1651966631
Lichuan,30.3,108.85,59.72,91,94,3.69,CN,1651966632
Durant,33.994,-96.3708,82.76,65,100,14.97,US,1651966632
Evensk,61.95,159.2333,32.81,98,89,8.39,RU,1651966632
Øksfjord,70.2396,22.3479,34.0,97,100,20.51,NO,1651966633
Palmer,42.1584,-72.3287,50.61,31,75,10.36,US,1651966636
Souillac,-20.5167,57.5167,75.58,88,40,11.5,MU,1651966637
Hays,30.0502,-98.0336,96.3,44,0,5.01,US,1651966637
Mandiana,10.6333,-8.6833,80.31,64,94,8.41,GN,1651966638
Kushiro,42.975,144.3747,56.35,50,20,14.97,JP,1651966638
Isiro,2.7739,27.616,66.88,98,89,1.54,CD,1651966638
Invermere,50.5167,-116.0354,56.43,38,100,3.53,CA,1651966639
Agua Buena,7.8167,-80.4,78.76,99,22,3.31,PA,1651966639
Padang,-0.9492,100.3543,78.66,79,100,3.65,ID,1651966640
Skellefteå,64.7507,20.9528,36.0,51,27,12.66,SE,1651966640
Yangi Marg`ilon,40.4272,71.7189,65.12,59,0,6.91,UZ,1651966641
Katherine,-14.4667,132.2667,73.72,28,1,13.8,AU,1651966641
Sukhumi,43.0033,41.0153,52.93,91,100,2.66,GE,1651966642
Ferme-Neuve,46.7001,-75.4493,46.81,44,82,5.3,CA,1651966642
Khao Wong,16.7001,104.0902,76.53,88,100,5.41,TH,1651966643
Fruitvale,39.0817,-108.4968,89.53,12,0,21.99,US,1651966436
Hundorp,61.5552,9.9407,33.76,68,3,2.8,NO,1651966643
Japura,-0.3167,102.35,76.3,97,100,2.84,ID,1651966644
Martapura,-3.4167,114.85,78.89,94,64,3.44,ID,1651966644
Iskateley,67.6803,53.1512,36.03,100,100,12.15,RU,1651966645
Pedro Betancourt,22.7272,-81.29,86.54,56,48,9.06,CU,1651966645
Province of Mantua,45.1667,10.7833,60.04,89,100,1.01,IT,1651966645
Novy Urengoy,66.0833,76.6333,5.76,95,44,5.88,RU,1651966646
Thinadhoo,0.5333,72.9333,83.62,77,44,15.68,MV,1651966646
Umluj,25.0213,37.2685,76.57,40,1,9.75,SA,1651966647
Santiago de Cao,-7.9589,-79.2392,64.53,82,75,9.22,PE,1651966647
Ypsilanti,42.2412,-83.613,66.2,31,0,11.5,US,1651966650
Freeport,40.6576,-73.5832,48.65,75,100,23.02,US,1651966074
Kazanskaya,45.4106,40.4361,43.99,66,98,6.2,RU,1651966651
Makat,47.6469,53.3463,51.35,62,100,26.35,KZ,1651966652
Hofn,64.2539,-15.2082,43.65,77,48,4.92,IS,1651966652
George,-33.963,22.4617,53.15,100,100,5.75,ZA,1651966652
Chapais,49.7834,-74.8492,47.98,79,7,3.29,CA,1651966653
Tilichiki,60.4667,166.1,31.71,99,100,1.28,RU,1651966653
Sítio Novo do Tocantins,-5.5183,-47.4611,75.79,85,99,1.23,BR,1651966654
Whyalla,-33.0333,137.5833,49.89,87,40,4.61,AU,1651966657
Vredendal,-31.6683,18.5012,52.99,88,10,3.74,ZA,1651966657
Payson,40.0444,-111.7321,63.88,32,75,14.97,US,1651966658
Peniche,39.3558,-9.3811,60.3,87,100,8.57,PT,1651966658
Sisimiut,66.9395,-53.6735,29.07,72,3,8.1,GL,1651966659
Río Gallegos,-51.6226,-69.2181,48.25,61,0,11.5,AR,1651966659
Orissaare,58.5592,23.0826,41.97,77,85,10.11,EE,1651966659
Tuatapere,-46.1333,167.6833,58.86,93,100,3.09,NZ,1651966660
Roald,62.5833,6.1333,40.33,75,20,5.75,NO,1651966660
Morondava,-20.2833,44.2833,73.56,85,1,8.46,MG,1651966661
Anadyr,64.75,177.4833,37.9,69,40,11.18,RU,1651966661
Nguruka,-5.1092,31.0419,64.87,83,48,2.84,TZ,1651966661
Portalegre,39.2938,-7.4312,60.31,41,91,3.69,PT,1651966662
Saint-Leu,-21.15,55.2833,72.43,71,21,4.05,RE,1651966533
Kiama,-34.6833,150.8667,63.57,57,0,13.0,AU,1651966662
Piaçabuçu,-10.4056,-36.4344,75.97,83,25,5.37,BR,1651966663
Kaeo,-35.1,173.7833,69.33,78,11,3.8,NZ,1651966663
Sangīn,32.0728,64.8359,77.86,28,0,11.34,AF,1651966664
Gushikawa,26.3544,127.8686,76.62,94,75,9.22,JP,1651966664
Qaqortoq,60.7167,-46.0333,41.92,62,100,6.06,GL,1651966664
Matara,5.9485,80.5353,80.37,89,100,10.8,LK,1651966665
Bergen,60.392,5.328,39.15,78,0,4.61,NO,1651966665
Bam,29.106,58.357,74.66,33,15,1.63,IR,1651966494
Bundaberg,-24.85,152.35,72.21,83,100,9.22,AU,1651966669
Manturovo,58.3353,44.7619,43.66,78,52,7.56,RU,1651966669
Banjar,-8.19,114.9675,81.63,85,77,3.02,ID,1651966670
Praia da Vitória,38.7333,-27.0667,61.05,88,40,2.1,PT,1651966670
Boldumsaz,42.1282,59.671,68.05,64,95,10.92,TM,1651966670
Faya,18.3851,42.4509,66.31,44,88,2.57,SA,1651966671
Yeppoon,-23.1333,150.7333,67.78,71,100,12.01,AU,1651966671
Ust'-Omchug,61.15,149.6333,29.93,90,97,0.85,RU,1651966672
Sumbe,-11.2061,13.8437,75.45,86,57,2.42,AO,1651966672
Monteagudo,-19.8167,-63.9833,56.53,78,10,2.13,BO,1651966672
Forsytheganj,52.6333,29.7333,46.4,97,58,5.73,BY,1651966673
Shibukawa,36.4833,139.0,61.05,25,53,11.01,JP,1651966673
San Andrés,12.5847,-81.7006,84.22,79,40,9.22,CO,1651966660
Sergeevka,53.88,67.4158,40.62,40,0,7.63,KZ,1651966674
Grand Gaube,-20.0064,57.6608,76.37,73,7,5.01,MU,1651966674
Nizhniy Odes,63.6445,54.856,38.95,93,89,6.69,RU,1651966675
Korgen,66.0771,13.8153,32.32,98,98,5.1,NO,1651966675
Bathsheba,13.2167,-59.5167,81.21,83,20,11.5,BB,1651966678
Pavlovka,52.6897,47.1405,41.02,62,2,3.85,RU,1651966679
Gorgan,36.8387,54.4348,57.16,100,100,6.91,IR,1651966679
Alghero,40.5589,8.3181,57.29,100,0,3.44,IT,1651966680
Tombouctou,20.0,-3.0,83.75,13,0,12.57,ML,1651966680
Vitim,59.4511,112.5578,42.22,67,100,13.0,RU,1651966681
Porto Empedocle,37.2934,13.5264,58.32,92,51,5.17,IT,1651966681
Aix-les-Bains,45.6834,5.9224,57.67,77,0,10.36,FR,1651966681
Cockburn Town,21.4612,-71.1419,80.56,69,40,8.05,TC,1651966682
Kānt,27.8,79.8,83.91,24,1,3.98,IN,1651966682
Humaitá,-7.5061,-63.0208,74.12,97,93,7.18,BR,1651966686
Uvat,59.1433,68.8953,38.21,97,99,5.57,RU,1651966686
Lincoln,40.8,-96.667,73.47,53,26,14.0,US,1651966687
Oranjestad,12.524,-70.027,82.35,74,20,20.71,AW,1651966487
Santa Isabel,-23.3156,-46.2214,62.31,93,88,3.09,BR,1651966690
Linxia Chengguanzhen,35.6003,103.2064,55.96,38,100,8.01,CN,1651966691
Sabang,5.8933,95.3214,81.88,77,100,6.13,ID,1651966691
Lambaréné,-0.7001,10.2406,74.52,94,100,1.01,GA,1651966694
Pozo Colorado,-23.4923,-58.7972,67.39,57,4,5.08,PY,1651966695
Soe,-9.8607,124.284,72.32,78,60,7.27,ID,1651966695
Rawson,-43.3002,-65.1023,69.82,39,35,8.41,AR,1651966696
Lodeynoye Pole,60.726,33.5531,47.75,96,80,8.77,RU,1651966696
Jati,24.3539,68.2671,79.23,80,0,11.95,PK,1651966697
Ternate,0.8,127.4,83.68,75,42,2.82,ID,1651966697
Kroonstad,-27.6504,27.2349,52.29,57,50,5.61,ZA,1651966698
Kudahuvadhoo,2.6708,72.8944,83.89,78,83,13.24,MV,1651966690
San Blas,21.5167,-105.2667,98.49,66,45,5.37,MX,1651966701
